temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,weather_code,date,district,rain_3day,rain_7day,rain_14day,rain_30day,rain_intensity_3day,risk
24.8,30.3,18.6,49,26.0,26.0,63,1988-06-10,Almora,25.99999999999997,43.2,85.19999999999999,147.5,8.666666666666657,0
8.2,13.9,2.9,60,0.0,0.0,3,2004-01-07,Almora,0.0,0.9000000000001707,8.6,14.799999999999999,0.0,0
21.5,25.2,18.1,86,16.8,16.8,63,1993-06-27,Almora,56.400000000000084,137.30000000000004,244.10000000000005,460.0,18.80000000000003,0
17.4,24.6,9.1,56,0.0,0.0,3,2009-04-01,Almora,0.700000000000055,25.90000000000017,66.3,67.6,0.23333333333335168,0
12.4,17.4,8.5,75,6.7,6.7,63,2004-10-27,Almora,7.10000000000005,8.40000000000017,16.600000000000016,106.5,2.3666666666666836,0
12.6,18.0,7.9,80,9.0,9.0,61,2006-04-19,Almora,42.20000000000006,43.900000000000176,111.6,132.6,14.066666666666686,0
9.9,14.8,6.3,73,0.0,0.0,3,1992-12-19,Almora,2.600000000000064,2.6000000000000285,3.0000000000000324,19.5,0.866666666666688,0
20.9,26.8,15.4,61,0.3,0.3,51,2005-05-09,Bageshwar,2.7999999999999994,13.400000000000004,24.7,32.2,0.9333333333333331,2
24.8,28.9,22.6,90,20.2,20.2,63,2019-08-12,Bageshwar,40.200000000000074,109.10000000000002,205.99999999999997,407.6,13.400000000000025,2
14.9,24.1,7.9,75,0.0,0.0,2,2021-11-07,Bageshwar,0.0,1.4000000000000568,2.399999999999972,220.7,0.0,2
14.4,19.6,10.6,68,0.0,0.0,3,2021-12-01,Bageshwar,0.0,0.10000000000005663,0.0999999999999718,0.30000000000000027,0.0,0
13.4,17.8,9.8,80,7.7,7.7,61,2017-12-12,Bageshwar,7.800000000000079,7.900000000000029,7.899999999999972,11.5,2.6000000000000263,0
13.5,22.6,5.3,57,0.0,0.0,0,2007-12-22,Bageshwar,0.0,0.0,24.099999999999973,24.3,0.0,0
23.2,26.2,20.9,82,2.7,2.7,53,2007-06-17,Bageshwar,23.800000000000015,120.50000000000001,124.29999999999997,140.0,7.933333333333338,0
15.5,20.3,10.2,65,0.0,0.0,0,2013-11-03,Bageshwar,0.40000000000002844,0.5000000000000284,2.7999999999999714,80.6,0.13333333333334282,0
12.2,17.6,6.0,57,0.3,0.3,51,2012-03-01,Bageshwar,1.7999999999999998,1.800000000000014,2.4999999999999716,27.4,0.6,0
14.7,22.0,8.1,76,2.2,2.2,61,2019-03-19,Bageshwar,4.500000000000078,10.600000000000028,13.399999999999972,99.10000000000001,1.500000000000026,0
27.5,34.2,20.8,37,0.0,0.0,1,2005-06-18,Bageshwar,0.0,0.0,4.0,6.9,0.0,0
9.5,15.3,3.5,70,0.0,0.0,3,2005-02-03,Bageshwar,2.4,28.599999999999998,63.2,82.7,0.7999999999999999,0
15.4,21.1,10.9,67,1.8,1.8,53,2017-03-01,Bageshwar,1.900000000000057,1.9000000000000286,12.199999999999973,29.3,0.6333333333333523,0
17.3,22.5,12.0,56,0.0,0.0,2,2005-10-19,Bageshwar,0.0,0.0,2.099999999999972,186.49999999999997,0.0,0
28.0,37.0,18.4,45,0.0,0.0,2,2019-05-31,Bageshwar,0.0,0.0,2.7999999999999714,14.200000000000001,0.0,0
17.1,26.3,10.5,65,0.0,0.0,3,2021-02-24,Bageshwar,0.0,0.10000000000005685,1.4999999999999716,19.3,0.0,0
8.3,15.5,1.6,61,0.0,0.0,3,2013-01-22,Bageshwar,0.20000000000001422,59.40000000000002,59.799999999999976,60.1,0.06666666666667141,0
23.1,27.9,20.3,74,3.0,3.0,53,2009-05-20,Bageshwar,4.699999999999973,14.700000000000031,25.49999999999997,32.6,1.5666666666666575,0
25.0,27.9,22.7,88,20.1,20.1,63,2019-09-04,Bageshwar,29.700000000000074,76.80000000000004,113.99999999999997,311.20000000000005,9.900000000000025,0
18.2,25.7,10.9,41,0.0,0.0,0,2006-02-24,Bageshwar,0.0,0.0,4.499999999999972,7.0,0.0,0
12.0,19.7,5.8,60,0.0,0.0,2,2010-01-11,Bageshwar,0.0,0.0,4.599999999999971,6.3,0.0,0
17.2,22.7,10.6,54,0.0,0.0,0,2009-10-12,Bageshwar,0.0,191.20000000000005,342.3,392.7,0.0,0
11.2,15.7,7.0,76,0.4,0.4,51,2013-02-03,Bageshwar,1.800000000000014,2.400000000000014,2.3999999999999715,62.5,0.6000000000000046,0
22.5,25.8,20.5,84,1.0,1.0,51,1979-08-07,Chamoli,9.0,95.89999999999999,117.9,374.5,3.0,2
20.3,23.9,18.2,93,9.4,9.4,55,1979-09-03,Chamoli,18.400000000000002,34.2,48.6,179.7,6.133333333333334,2
20.9,22.3,20.0,93,31.0,31.0,63,1980-08-07,Chamoli,50.6,113.9,216.10000000000002,491.8,16.866666666666667,2
2.7,5.4,-0.3,72,4.9,1.5,73,1981-01-07,Chamoli,19.799999999999997,30.299999999999997,39.0,49.1,6.599999999999999,2
21.5,24.5,20.0,93,12.3,12.3,61,1982-08-08,Chamoli,39.999999999999986,108.89999999999999,289.3,479.0,13.333333333333329,2
9.7,16.6,1.8,54,0.3,0.3,51,1992-03-09,Chamoli,0.2999999999999929,1.9999999999999512,9.0,44.30000000000003,0.09999999999999763,2
19.4,21.6,17.7,72,3.5,3.5,55,2004-06-07,Chamoli,7.199999999999971,9.199999999999957,14.700000000000006,21.400000000000027,2.39999999999999,2
14.5,20.8,5.3,65,0.0,0.0,3,2012-04-08,Chamoli,0.9999999999999609,2.8999999999999466,6.0,39.900000000000055,0.3333333333333203,2
11.1,17.3,3.9,61,1.3,1.3,53,2016-03-07,Chamoli,9.49999999999995,12.699999999999928,20.8,59.70000000000005,3.16666666666665,2
22.6,25.2,21.2,86,4.7,4.7,61,2016-08-05,Chamoli,8.099999999999945,78.89999999999993,180.89999999999998,493.90000000000003,2.6999999999999815,2
21.9,23.8,20.5,95,72.1,72.1,65,2019-08-06,Chamoli,87.19999999999993,115.19999999999996,237.0,477.70000000000005,29.066666666666645,2
24.4,27.4,22.1,75,5.4,5.4,63,2019-08-08,Chamoli,83.69999999999993,113.59999999999995,194.1,473.20000000000005,27.899999999999977,2
23.2,27.8,20.3,84,23.0,23.0,63,2019-09-06,Chamoli,58.99999999999996,75.99999999999997,111.2,315.4000000000001,19.666666666666654,2
23.3,27.6,19.6,79,6.1,6.1,55,2021-07-02,Chamoli,14.19999999999997,19.89999999999997,77.39999999999998,276.50000000000006,4.733333333333324,2
13.4,21.5,6.0,55,0.0,0.0,1,2021-11-07,Chamoli,0.0,3.6999999999999718,4.499999999999972,178.50000000000009,0.0,2
21.7,24.0,20.1,84,2.8,2.8,51,2006-07-29,Chamoli,35.19999999999998,166.29999999999995,228.4,472.0,11.733333333333327,0
14.6,20.7,7.0,50,0.0,0.0,1,2021-03-04,Chamoli,0.4999999999999716,1.3999999999999715,3.0,12.400000000000055,0.1666666666666572,0
22.1,25.3,20.3,87,8.7,8.7,61,1981-06-30,Chamoli,50.2,78.0,102.6,109.9,16.733333333333334,0
12.1,17.7,5.5,64,1.9,1.9,55,1993-04-08,Chamoli,5.1,5.799999999999944,27.799999999999986,192.00000000000003,1.7,0
22.4,24.9,20.9,88,7.6,7.6,55,1988-07-19,Chamoli,50.5,99.29999999999997,290.90000000000003,621.7,16.833333333333332,0
21.5,26.1,16.3,62,0.0,0.0,1,1981-06-07,Chamoli,0.0,4.600000000000001,35.099999999999994,56.5,0.0,0
19.0,22.6,16.3,72,0.4,0.4,51,2000-10-18,Chamoli,0.3999999999999716,0.3999999999999645,3.8000000000000287,50.20000000000004,0.13333333333332387,0
6.1,12.7,-0.8,44,0.0,0.0,1,1989-01-22,Chamoli,0.0,0.4999999999999716,2.5000000000000213,213.3,0.0,0
16.1,22.4,9.4,52,2.6,2.6,61,1985-04-25,Chamoli,4.599999999999957,4.699999999999993,10.500000000000018,55.1,1.533333333333319,0
12.8,19.9,5.1,58,0.0,0.0,0,1982-11-04,Chamoli,0.0,0.0,18.299999999999997,20.5,0.0,0
19.7,24.6,14.0,65,0.6,0.6,51,1983-06-17,Chamoli,1.7999999999999812,12.399999999999986,12.999999999999993,31.2,0.5999999999999938,0
19.0,20.0,18.3,95,137.8,137.8,65,2021-06-18,Chamoli,163.39999999999998,177.6,198.7,299.9000000000001,54.46666666666666,0
19.3,24.7,12.5,54,0.2,0.2,51,1985-05-09,Chamoli,0.19999999999995738,0.6999999999999929,11.100000000000016,25.599999999999998,0.06666666666665245,0
18.7,23.7,15.7,67,0.2,0.2,51,2021-10-22,Chamoli,0.2999999999999716,168.29999999999995,168.29999999999995,203.80000000000007,0.09999999999999054,0
16.9,21.1,13.3,67,1.4,1.4,51,2004-04-25,Chamoli,15.19999999999997,17.699999999999957,19.60000000000001,22.700000000000028,5.066666666666657,0
3.1,8.8,-1.7,42,0.1,0.1,51,1981-01-10,Chamoli,0.19999999999999646,21.0,30.5,49.3,0.06666666666666549,0
16.5,22.8,9.4,45,0.0,0.0,3,2020-10-26,Chamoli,0.0,0.0,0.0,0.0,0.0,0
13.1,19.1,8.2,67,6.9,6.9,61,2013-03-29,Chamoli,9.699999999999962,16.59999999999996,18.1,29.60000000000006,3.2333333333333205,0
13.7,19.7,7.8,51,0.0,0.0,2,1998-11-18,Chamoli,0.0,0.0,14.6,21.60000000000003,0.0,0
8.9,15.3,3.5,46,0.0,0.0,3,1992-01-13,Chamoli,26.799999999999986,29.399999999999952,29.7,114.50000000000003,8.933333333333328,0
8.4,15.3,2.7,70,0.3,0.3,51,1978-01-09,Dehradun,0.7,0.7,0.7,0.7,0.2333333333333333,2
9.3,16.8,2.7,71,0.0,0.0,3,1980-01-08,Dehradun,0.0,4.900000000000022,32.300000000000054,34.3,0.0,2
15.7,22.5,9.1,63,0.2,0.2,51,1994-03-07,Dehradun,0.1999999999999858,0.2999999999999716,1.8000000000000924,75.3,0.06666666666666193,2
21.0,29.3,11.1,51,0.0,0.0,2,2003-04-07,Dehradun,1.3999999999999964,13.899999999999944,21.300000000000164,25.2,0.46666666666666545,2
25.1,28.0,23.7,93,57.0,57.0,65,2018-07-11,Dehradun,180.00000000000003,181.79999999999998,269.90000000000015,314.0,60.00000000000001,2
27.1,32.9,21.6,68,0.3,0.3,51,2023-09-07,Dehradun,0.5000000000000568,2.4999999999999436,23.900000000000116,320.6000000000001,0.16666666666668561,2
30.2,36.3,22.5,36,0.2,0.2,51,1998-06-03,Dehradun,0.2,3.1999999999999433,3.6000000000001386,30.300000000000004,0.06666666666666667,0
11.4,17.6,5.4,81,0.0,0.0,0,1998-12-17,Dehradun,0.0,0.0,0.0,0.0,0.0,0
26.2,28.7,24.1,85,3.0,3.0,55,2009-08-02,Dehradun,9.8,162.29999999999995,230.10000000000016,324.5,3.266666666666667,0
28.5,36.4,20.7,33,0.0,0.0,2,2022-04-30,Dehradun,0.0,0.0,0.1000000000001279,0.10000000000002843,0.0,0
26.3,28.2,24.9,88,65.1,65.1,65,2018-07-09,Dehradun,66.90000000000002,94.99999999999997,169.40000000000015,206.1,22.300000000000008,0
24.5,26.7,22.9,92,22.5,22.5,63,2023-07-26,Dehradun,49.80000000000006,78.59999999999994,125.50000000000011,237.20000000000005,16.60000000000002,0
24.7,27.9,22.4,89,29.9,29.9,65,2015-07-07,Dehradun,77.80000000000001,86.29999999999995,127.70000000000016,158.6,25.933333333333337,0
21.3,29.2,13.4,68,10.7,10.7,63,1986-05-20,Dehradun,58.29999999999997,60.79999999999998,72.30000000000005,98.69999999999997,19.433333333333323,0
19.4,24.9,12.9,73,0.0,0.0,1,1994-10-23,Dehradun,0.0,0.0,0.2000000000001137,0.2,0.0,0
17.5,24.5,10.5,51,0.0,0.0,0,2018-03-06,Dehradun,3.0000000000000284,4.099999999999971,5.600000000000142,13.2,1.0000000000000095,0
25.0,28.8,21.3,84,9.9,9.9,63,2005-09-11,Dehradun,22.99999999999997,42.79999999999996,48.60000000000017,186.6,7.666666666666657,0
24.3,28.5,19.3,85,2.0,2.0,51,1983-09-19,Dehradun,4.099999999999971,11.699999999999985,73.50000000000007,370.5,1.3666666666666571,0
12.7,20.2,7.2,77,0.0,0.0,3,2016-12-18,Dehradun,0.0,0.0,0.0,0.0,0.0,0
19.1,25.5,11.6,53,0.0,0.0,2,1997-04-17,Dehradun,20.899999999999984,24.69999999999993,39.60000000000014,94.0,6.9666666666666615,0
17.0,26.6,9.0,56,0.0,0.0,1,2016-11-25,Dehradun,0.0,0.0,0.10000000000014234,0.9000000000000001,0.0,0
21.9,29.8,12.7,43,0.0,0.0,2,1992-04-15,Dehradun,0.0,0.3999999999999714,2.5000000000000924,14.5,0.0,0
26.3,33.4,17.2,54,0.0,0.0,1,1981-05-13,Dehradun,2.9999999999999996,14.700000000000001,19.40000000000006,26.3,0.9999999999999999,0
29.7,35.0,23.0,57,0.3,0.3,51,1993-06-10,Dehradun,1.4999999999999614,1.6999999999999718,7.500000000000086,13.0,0.4999999999999871,0
23.2,26.6,19.7,75,1.1,1.1,51,2008-05-21,Dehradun,15.2,17.599999999999945,26.800000000000168,28.400000000000002,5.066666666666666,0
23.8,27.4,20.6,86,5.7,5.7,61,2019-09-18,Dehradun,16.80000000000005,63.49999999999998,82.80000000000014,178.00000000000003,5.6000000000000165,0
13.8,21.9,6.3,64,0.0,0.0,2,2002-12-09,Haridwar,0.0,0.0,0.0,0.8,0.0,2
32.3,37.4,25.9,56,0.1,0.1,51,2002-07-13,Haridwar,0.8999999999999928,1.0999999999999965,51.800000000000004,121.7,0.2999999999999976,0
13.6,20.1,7.7,58,0.0,0.0,0,2002-02-03,Haridwar,0.0,0.1,8.499999999999998,28.6,0.0,0
14.7,20.0,9.7,81,0.8,0.8,51,2002-01-16,Haridwar,13.600000000000001,13.600000000000001,13.600000000000001,13.600000000000001,4.533333333333334,0
14.7,21.3,8.7,79,0.0,0.0,3,2002-12-15,Haridwar,0.0,0.0,0.0,0.0,0.0,0
16.4,22.3,10.8,67,0.0,0.0,3,2002-02-27,Haridwar,2.2999999999999927,13.2,13.7,88.8,0.7666666666666643,0
28.9,32.9,26.2,78,13.1,13.1,61,2002-07-03,Haridwar,32.19999999999999,60.49999999999999,93.1,124.2,10.733333333333329,0
21.9,29.7,13.6,65,0.0,0.0,3,2002-03-18,Haridwar,0.0,0.0,3.6999999999999997,58.900000000000006,0.0,0
27.2,35.6,17.0,29,0.0,0.0,3,2002-04-30,Haridwar,4.3999999999999915,25.599999999999994,27.3,30.0,1.466666666666664,0
29.9,35.8,22.5,54,0.9,0.9,53,2002-06-02,Haridwar,1.499999999999993,15.699999999999992,29.900000000000002,36.300000000000004,0.4999999999999976,0
30.3,37.8,23.0,50,1.5,1.5,61,2002-05-07,Haridwar,1.9999999999999911,2.499999999999993,28.1,30.700000000000003,0.6666666666666637,0
27.9,31.4,24.5,81,0.9,0.9,51,2002-08-16,Haridwar,24.5,310.6,479.3,542.4,8.166666666666666,0
14.1,18.5,10.2,79,14.8,14.8,63,2002-02-09,Haridwar,36.5,39.5,47.6,68.1,12.166666666666666,0
20.3,27.8,13.2,66,0.0,0.0,0,2002-10-31,Haridwar,0.0,0.0,0.0,5.1000000000000005,0.0,0
16.3,21.7,11.4,68,2.3,2.3,53,2002-02-25,Haridwar,11.999999999999993,13.2,16.599999999999998,96.8,3.999999999999998,0
33.0,41.0,24.6,38,0.0,0.0,0,2002-05-18,Haridwar,0.6999999999999911,2.899999999999993,4.9,31.8,0.23333333333333037,0
20.2,26.9,13.0,71,0.0,0.0,0,2002-10-26,Haridwar,0.0,0.0,0.7,5.500000000000001,0.0,0
10.0,17.1,3.6,80,0.0,0.0,3,2002-01-01,Haridwar,0.0,0.0,0.0,0.0,0.0,0
26.1,28.5,24.5,89,19.9,19.9,61,2002-08-14,Haridwar,74.6,315.09999999999997,481.8,552.5,24.866666666666664,0
16.5,23.5,10.0,77,0.0,0.0,1,2002-11-25,Haridwar,0.0,0.0,0.7999999999999999,1.2000000000000002,0.0,0
27.1,34.8,18.6,37,0.0,0.0,1,2002-04-12,Haridwar,0.0,1.3999999999999928,3.4,9.9,0.0,0
19.1,22.1,16.7,89,3.6,3.6,53,1985-08-08,Nainital,6.5,63.69999999999998,160.2,516.6999999999999,2.1666666666666665,2
16.6,20.5,13.1,83,1.4,1.4,53,2000-10-08,Nainital,2.9999999999998863,4.299999999999939,4.300000000000001,59.99999999999997,0.9999999999999621,2
13.1,19.0,8.1,72,0.5,0.5,51,1999-11-04,Nainital,0.49999999999988987,1.4999999999999858,2.8000000000000003,48.09999999999997,0.16666666666662996,0
18.2,24.2,13.6,36,1.6,1.6,61,1999-04-08,Nainital,1.5999999999998864,2.0999999999999717,2.1,4.099999999999972,0.5333333333332955,0
18.9,20.3,18.3,97,15.7,15.7,61,1997-07-18,Nainital,26.999999999999886,57.39999999999996,359.8,497.9,8.999999999999963,0
11.3,18.3,6.0,73,0.0,0.0,0,1998-12-06,Nainital,0.0,0.0,0.0,9.79999999999997,0.0,0
19.3,23.3,16.8,89,12.2,12.2,63,1997-06-25,Nainital,28.3999999999999,63.199999999999946,81.2,156.29999999999998,9.466666666666633,0
10.6,16.0,7.2,81,4.8,4.8,61,1997-10-28,Nainital,10.699999999999886,17.799999999999972,27.2,54.49999999999997,3.5666666666666287,0
14.9,21.5,7.4,56,0.0,0.0,2,1995-04-21,Nainital,2.999999999999943,7.199999999999971,13.399999999999972,81.39999999999998,0.999999999999981,0
18.6,26.0,11.5,47,0.1,0.1,51,1986-04-12,Nainital,1.4999999999999851,1.4999999999999851,16.0,44.899999999999984,0.49999999999999506,0
6.3,12.8,0.3,71,0.0,0.0,0,1986-02-16,Nainital,6.999999999999985,51.499999999999986,53.3,55.79999999999999,2.333333333333328,0
20.7,25.2,16.2,68,0.9,0.9,51,1989-06-22,Nainital,1.6000000000000028,13.09999999999995,27.3,90.09999999999998,0.5333333333333342,0
13.5,19.8,7.9,58,0.0,0.0,0,1992-10-31,Nainital,0.0,0.0,0.0999999999999858,30.399999999999974,0.0,0
17.1,22.0,12.6,82,0.2,0.2,51,1988-10-03,Nainital,0.30000000000000715,3.4999999999999503,74.9,182.99999999999997,0.10000000000000238,0
17.4,20.5,14.5,88,8.2,8.2,55,1988-09-23,Nainital,23.200000000000006,63.699999999999946,98.8,162.59999999999997,7.733333333333335,0
11.6,17.6,6.1,59,3.0,3.0,53,1987-03-20,Nainital,3.8999999999999893,4.3999999999999595,9.6,16.69999999999997,1.2999999999999965,0
10.6,16.8,5.6,76,0.0,0.0,0,1985-11-13,Nainital,0.0,0.0,0.5,12.499999999999986,0.0,0
15.4,22.9,7.1,31,0.0,0.0,0,1985-03-21,Nainital,0.0,2.1,2.1,2.1,0.0,0
21.5,25.8,17.9,79,2.5,2.5,53,1986-08-11,Nainital,10.999999999999993,40.79999999999996,122.7,444.79999999999995,3.6666666666666643,0
7.4,12.6,3.0,70,0.1,0.1,51,1992-12-03,Nainital,0.2999999999999716,0.2999999999999583,10.199999999999985,13.399999999999972,0.09999999999999054,0
19.3,22.9,17.3,90,14.2,14.2,61,1997-07-26,Nainital,45.19999999999989,103.59999999999997,179.4,547.2,15.06666666666663,0
19.7,23.8,16.8,83,3.1,3.1,61,1991-06-08,Nainital,20.79999999999998,84.09999999999994,92.39999999999999,110.19999999999996,6.9333333333333265,0
18.7,24.3,13.3,68,0.4,0.4,51,2005-05-08,Pithoragarh,17.8,73.99999999999999,112.1,119.0,5.933333333333334,2
24.1,28.9,19.5,54,3.5,3.5,53,2007-06-09,Pithoragarh,3.499999999999999,8.1,22.1,126.1,1.1666666666666663,2
21.5,24.3,19.7,89,7.6,7.6,55,2009-08-08,Pithoragarh,111.6,202.99999999999994,385.3,658.1,37.199999999999996,2
14.3,19.8,9.1,75,0.0,0.0,3,2023-11-07,Pithoragarh,0.0,1.7999999999999716,3.7000000000000215,20.90000000000006,0.0,2
15.8,23.1,9.5,62,0.0,0.0,1,2016-11-22,Pithoragarh,0.0,0.0,0.5000000000000284,3.000000000000057,0.0,0
17.1,22.7,10.8,71,0.1,0.1,51,2021-05-14,Pithoragarh,31.1999999999999,56.39999999999996,105.80000000000003,163.50000000000006,10.399999999999967,0
13.7,22.2,6.9,54,0.0,0.0,3,2006-01-30,Pithoragarh,0.0,0.0,0.8999999999999999,8.1,0.0,0
17.3,22.9,12.8,63,0.0,0.0,0,2016-10-22,Pithoragarh,0.0,4.799999999999971,7.600000000000028,61.20000000000006,0.0,0
15.2,21.2,10.0,49,0.0,0.0,0,2021-03-04,Pithoragarh,0.19999999999989698,0.39999999999996805,3.3000000000000282,15.400000000000057,0.06666666666663233,0
16.3,23.4,11.1,55,2.1,2.1,55,2012-04-05,Pithoragarh,11.799999999999892,18.39999999999997,20.69999999999997,52.300000000000004,3.9333333333332976,0
8.9,13.0,5.5,54,0.0,0.0,3,2023-01-19,Pithoragarh,0.0,3.7999999999999714,3.800000000000014,5.700000000000056,0.0,0
13.8,16.4,11.8,39,0.0,0.0,3,2018-02-06,Pithoragarh,0.0,0.0,3.1000000000000285,9.000000000000057,0.0,0
9.2,14.9,4.8,83,0.0,0.0,3,2015-01-20,Pithoragarh,0.0,4.999999999999986,8.700000000000001,66.60000000000004,0.0,0
19.8,21.9,18.5,92,16.4,16.4,63,2017-07-30,Pithoragarh,68.29999999999991,123.69999999999997,216.70000000000005,661.5000000000001,22.766666666666637,0
19.7,24.4,15.3,81,2.0,2.0,53,2020-06-07,Pithoragarh,15.199999999999914,53.79999999999997,105.50000000000003,139.80000000000007,5.066666666666638,0
11.0,14.3,9.0,85,5.6,5.6,61,2007-02-04,Pithoragarh,6.3,9.1,9.1,9.7,2.1,0
10.2,15.6,6.8,84,1.5,1.5,53,2007-11-30,Pithoragarh,1.5999999999999859,1.5999999999999717,2.7999999999999856,11.0,0.5333333333333287,0
18.3,25.3,10.7,36,0.0,0.0,1,2008-04-18,Pithoragarh,3.6999999999999855,15.499999999999972,43.79999999999998,72.39999999999999,1.2333333333333285,0
12.6,17.3,8.8,46,0.0,0.0,0,2017-12-29,Pithoragarh,0.0,0.0,0.0,8.200000000000056,0.0,0
4.1,7.7,0.4,87,20.7,11.1,75,2020-01-09,Pithoragarh,46.09999999999991,64.29999999999997,89.70000000000003,192.50000000000006,15.366666666666637,0
19.3,22.6,15.6,52,0.0,0.0,1,2018-10-04,Pithoragarh,0.0,8.199999999999957,83.20000000000005,157.00000000000006,0.0,0
8.7,16.3,2.8,75,0.0,0.0,3,2014-01-26,Pithoragarh,0.0,3.0999999999999575,54.39999999999998,81.70000000000003,0.0,0
21.3,26.0,18.0,80,9.6,9.6,63,2006-06-24,Pithoragarh,29.7,32.300000000000004,48.8,331.09999999999997,9.9,0
14.6,19.4,11.4,82,3.8,3.8,61,2023-05-04,Pithoragarh,27.99999999999989,54.09999999999997,69.80000000000001,84.10000000000007,9.333333333333297,0
7.7,13.8,2.2,74,0.3,0.3,51,1978-01-08,Tehri Garhwal,0.4,0.7,1.4,1.4,0.13333333333333333,2
24.5,27.2,23.1,94,8.8,8.8,63,1994-08-08,Tehri Garhwal,34.29999999999995,56.89999999999989,203.8,510.59999999999997,11.433333333333316,2
17.6,24.5,9.4,52,0.0,0.0,1,2002-11-08,Tehri Garhwal,1.1,1.0999999999998864,1.1,9.199999999999944,0.3666666666666667,2
17.6,24.1,11.7,53,0.0,0.0,3,2005-03-08,Tehri Garhwal,0.0,3.1999999999998865,8.5,107.59999999999994,0.0,2
26.8,31.9,21.6,51,0.0,0.0,2,2023-06-08,Tehri Garhwal,1.3999999999999893,4.29999999999993,43.69999999999993,61.09999999999991,0.46666666666666307,2
25.1,28.6,21.0,81,0.8,0.8,51,1997-08-30,Tehri Garhwal,12.899999999999967,47.499999999999915,113.2,343.3,4.299999999999989,0
19.0,25.2,11.5,67,0.0,0.0,0,1992-10-29,Tehri Garhwal,0.0,0.0,3.0,6.099999999999971,0.0,0
13.9,21.3,6.0,56,0.0,0.0,0,2005-12-04,Tehri Garhwal,0.0,0.0,0.0,0.0,0.0,0
24.3,26.9,22.5,92,7.4,7.4,61,2000-07-24,Tehri Garhwal,21.500000000000007,104.49999999999989,240.1,409.5,7.166666666666669,0
24.1,30.7,18.5,79,0.7,0.7,51,2018-09-17,Tehri Garhwal,3.100000000000014,76.99999999999994,99.99999999999997,259.19999999999993,1.0333333333333379,0
21.5,26.0,16.6,68,0.2,0.2,51,1982-10-07,Tehri Garhwal,0.599999999999957,0.5999999999999717,0.8999999999999716,33.3,0.19999999999998566,0
28.5,34.7,21.6,53,0.2,0.2,51,1990-06-09,Tehri Garhwal,0.6999999999999005,0.6999999999999289,8.5,94.0,0.23333333333330017,0
