temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,weather_code,date,district,rain_3day,rain_7day,rain_14day,rain_30day,rain_intensity_3day,risk
20.5,25.9,14.1,43,0.0,0.0,1,2021-03-11,Tehri Garhwal,0.0,9.0,12.3,14.200000000000001,0.0,0
15.8,21.9,9.3,51,0.3,0.3,51,2021-03-12,Almora,0.5,8.4,8.5,10.700000000000001,0.16666666666666666,0
16.9,26.0,9.1,59,0.1,0.1,51,2021-03-12,Bageshwar,0.9,13.4,13.7,15.2,0.3,0
15.0,22.8,7.6,45,0.0,0.0,3,2021-03-12,Chamoli,0.1,8.5,9.9,12.0,0.03333333333333333,0
18.6,25.3,13.2,57,0.2,0.2,51,2021-03-12,Dehradun,0.20000000000000046,2.8,4.0,4.6,0.06666666666666682,0
21.4,28.0,16.8,56,1.0,1.0,55,2021-03-12,Haridwar,1.0,2.1,2.1,2.1,0.3333333333333333,0
12.2,17.0,6.9,61,0.1,0.1,51,2021-03-12,Nainital,4.300000000000004,24.5,24.799999999999997,33.1,1.4333333333333347,0
16.6,21.4,12.9,49,0.0,0.0,3,2021-03-12,Pithoragarh,2.2,13.8,14.2,21.3,0.7333333333333334,0
19.0,24.8,13.6,52,0.3,0.3,51,2021-03-12,Tehri Garhwal,0.3,9.3,12.600000000000001,14.500000000000002,0.09999999999999999,0
21.9,30.3,14.3,55,0.0,0.0,1,2021-03-20,Haridwar,0.0,0.0,2.1,2.1,0.0,0
20.5,26.1,13.5,19,0.0,0.0,1,2021-04-11,Almora,0.0,2.7,2.8000000000000003,9.100000000000001,0.0,0
20.8,30.1,9.9,35,0.0,0.0,2,2021-04-11,Bageshwar,0.0,2.2,2.3,5.8,0.0,0
19.0,27.5,9.6,28,0.0,0.0,1,2021-04-11,Chamoli,0.0,5.5,5.5,6.9,0.0,0
23.8,32.2,15.9,30,0.0,0.0,3,2021-04-11,Dehradun,0.0,0.2,0.20000000000000046,0.2,0.0,0
21.1,26.1,14.3,18,0.0,0.0,1,2021-04-11,Pithoragarh,0.0,2.8,2.9,11.5,0.0,0
23.9,30.0,15.1,25,0.0,0.0,2,2021-04-11,Tehri Garhwal,0.0,6.4,7.0,8.5,0.0,0
15.5,22.5,9.3,36,1.7,1.7,53,2021-04-20,Nainital,2.5000000000000036,14.800000000000002,23.6,40.2,0.8333333333333345,0
12.3,17.0,9.2,83,7.9,7.9,61,2021-04-22,Almora,16.0,22.1,22.3,26.300000000000004,5.333333333333333,0
16.2,20.5,12.7,77,5.5,5.5,61,2021-04-22,Bageshwar,17.9,25.0,25.599999999999998,28.800000000000004,5.966666666666666,0
13.1,17.9,9.7,79,8.3,8.3,61,2021-04-22,Chamoli,22.300000000000004,32.0,32.2,38.0,7.4333333333333345,0
19.3,24.7,15.0,62,7.8,7.8,61,2021-04-22,Dehradun,11.0,13.8,13.8,14.0,3.6666666666666665,0
10.2,14.5,6.2,79,13.7,13.7,63,2021-04-22,Nainital,31.6,44.6,45.599999999999994,59.39999999999999,10.533333333333333,0
12.5,16.6,9.5,79,17.0,17.0,63,2021-04-22,Pithoragarh,39.2,50.7,50.9,55.7,13.066666666666668,0
17.1,21.4,14.2,76,9.0,9.0,61,2021-04-22,Tehri Garhwal,24.5,33.099999999999994,33.5,40.5,8.166666666666666,0
26.9,36.4,17.1,35,0.0,0.0,0,2021-04-26,Haridwar,0.0,7.5,9.5,9.5,0.0,0
17.1,22.8,13.1,82,5.9,5.9,63,2021-05-05,Almora,8.7,10.9,21.8,38.900000000000006,2.9,0
20.0,24.8,15.7,83,11.7,11.7,63,2021-05-05,Bageshwar,18.6,21.4,33.8,56.0,6.2,0
18.6,22.3,15.1,72,7.4,7.4,61,2021-05-05,Chamoli,9.8,10.600000000000001,32.7,60.9,3.266666666666667,0
25.0,29.0,21.2,58,1.6,1.6,61,2021-05-05,Dehradun,2.600000000000001,2.6,14.5,20.599999999999998,0.866666666666667,0
16.5,20.6,13.6,84,11.5,11.5,63,2021-05-05,Pithoragarh,24.5,30.5,52.5,88.4,8.166666666666666,0
22.9,26.2,18.8,69,2.8,2.8,61,2021-05-05,Tehri Garhwal,6.0,7.4,25.999999999999996,56.0,2.0,0
16.6,21.7,11.7,79,1.6,1.6,53,2021-05-09,Almora,7.699999999999999,19.8,22.0,47.3,2.5666666666666664,0
19.9,26.7,14.0,74,2.5,2.5,61,2021-05-09,Bageshwar,6.8,32.9,35.7,68.2,2.2666666666666666,0
18.6,22.9,15.4,66,1.4,1.4,61,2021-05-09,Chamoli,3.8,22.000000000000004,22.8,68.8,1.2666666666666666,0
24.3,29.8,19.4,57,0.9,0.9,53,2021-05-09,Dehradun,2.4,15.1,15.1,33.0,0.7999999999999999,0
16.5,21.5,13.9,79,4.1,4.1,63,2021-05-09,Pithoragarh,13.1,51.199999999999996,57.400000000000006,113.1,4.366666666666666,0
21.6,25.6,17.2,71,2.6,2.6,61,2021-05-09,Tehri Garhwal,8.8,20.200000000000003,21.599999999999998,64.7,2.9333333333333336,0
28.4,36.0,21.1,44,0.0,0.0,0,2021-05-16,Haridwar,0.0,9.2,21.7,31.6,0.0,0
30.4,34.6,26.0,68,0.0,0.0,1,2021-06-23,Haridwar,1.3,60.199999999999996,91.29999999999997,99.0,0.43333333333333335,0
18.6,22.3,16.0,90,4.1,4.1,55,2021-06-23,Nainital,14.799999999999999,140.4,213.8,269.2,4.933333333333333,0
23.3,27.6,19.6,79,6.1,6.1,55,2021-07-02,Chamoli,14.2,19.9,77.39999999999998,276.5,4.733333333333333,2
21.9,26.2,18.7,84,2.9,2.9,53,2021-07-04,Almora,5.199999999999999,8.0,44.0,219.1,1.7333333333333332,0
25.9,31.6,21.5,80,4.0,4.0,53,2021-07-04,Bageshwar,7.299999999999972,10.899999999999999,57.5,238.5,2.4333333333333242,0
27.4,31.9,23.3,76,1.0,1.0,51,2021-07-04,Dehradun,4.3,5.6000000000000005,13.0,188.0,1.4333333333333333,0
21.7,26.0,18.4,84,9.4,9.4,63,2021-07-04,Pithoragarh,16.2,25.6,71.30000000000001,368.2,5.3999999999999995,0
26.6,31.0,21.6,81,2.2,2.2,55,2021-07-04,Tehri Garhwal,3.0999999999999996,5.5,12.5,354.6,1.0333333333333332,0
23.8,29.0,19.2,76,1.2,1.2,53,2021-07-05,Chamoli,5.8,25.5,27.29999999999997,281.90000000000003,1.9333333333333333,0
30.4,35.0,25.6,69,2.1,2.1,53,2021-07-05,Haridwar,2.2,2.2,7.599999999999986,99.0,0.7333333333333334,0
25.8,30.4,22.3,85,9.4,9.4,61,2021-07-16,Bageshwar,24.19999999999997,69.1,94.60000000000001,275.7,8.066666666666658,0
27.2,31.1,23.8,79,2.4,2.4,51,2021-07-16,Dehradun,4.3,33.4,42.3,178.89999999999998,1.4333333333333333,0
21.6,24.8,19.5,87,6.1,6.1,53,2021-07-16,Pithoragarh,26.6,92.2,135.9,353.2,8.866666666666667,0
26.7,30.8,22.5,82,3.6,3.6,51,2021-07-16,Tehri Garhwal,9.4,63.0,76.8,384.8,3.1333333333333333,0
23.9,27.9,21.2,86,51.8,51.8,65,2021-07-17,Chamoli,62.5,109.5,136.7,355.9,20.833333333333332,0
28.9,32.6,25.5,80,0.1,0.1,51,2021-07-23,Haridwar,11.4,59.8,71.39999999999999,81.7,3.8000000000000003,0
19.2,23.1,15.6,86,3.0,3.0,53,2021-07-23,Nainital,36.2,148.3,201.60000000000002,262.7,12.066666666666668,0
18.5,22.5,16.0,91,12.2,12.2,63,2021-07-30,Nainital,42.1,92.5,240.8,319.6,14.033333333333333,0
21.4,25.2,18.0,86,2.6,2.6,53,2021-07-31,Almora,13.1,84.99999999999999,199.9,249.4,4.366666666666666,0
25.5,29.6,21.4,83,6.1,6.1,61,2021-07-31,Bageshwar,22.69999999999997,180.89999999999998,298.3,401.8,7.566666666666657,0
26.6,29.5,23.9,84,5.9,5.9,63,2021-07-31,Dehradun,12.5,73.4,169.8,223.6,4.166666666666667,0
21.7,25.4,18.9,86,2.9,2.9,61,2021-07-31,Pithoragarh,23.5,127.60000000000001,248.1,395.8,7.833333333333333,0
26.7,30.0,23.1,82,5.6,5.6,61,2021-07-31,Tehri Garhwal,10.0,107.2,164.7,249.20000000000002,3.3333333333333335,0
25.3,31.3,20.9,85,5.6,5.6,63,2021-08-01,Bageshwar,16.599999999999973,185.2,250.20000000000002,405.70000000000005,5.533333333333324,0
23.0,27.6,20.7,85,2.8,2.8,53,2021-08-01,Chamoli,8.6,49.0,95.49999999999997,254.3,2.8666666666666667,0
26.3,30.1,23.6,82,3.1,3.1,53,2021-08-01,Dehradun,13.5,74.5,142.79999999999998,224.7,4.5,0
21.6,25.8,18.9,89,1.8,1.8,53,2021-08-01,Pithoragarh,9.9,123.8,203.6,392.8,3.3000000000000003,0
26.9,31.3,23.3,80,0.8,0.8,51,2021-08-01,Tehri Garhwal,9.0,107.89999999999999,152.9,249.80000000000004,3.0,0
23.6,25.4,22.0,84,1.4,1.4,51,2021-08-02,Chamoli,7.3,44.0,91.79999999999997,251.7,2.433333333333333,0
20.9,24.8,18.8,91,12.4,12.4,63,2021-08-09,Almora,56.5,111.7,185.4,352.1,18.833333333333332,0
21.0,25.7,17.9,90,12.8,12.8,63,2021-08-22,Almora,39.1,52.0,77.2,275.20000000000005,13.033333333333333,0
25.4,30.4,21.8,83,4.0,4.0,61,2021-08-22,Bageshwar,28.199999999999974,51.699999999999996,96.9,386.59999999999997,9.399999999999991,0
25.4,29.2,22.9,87,4.5,4.5,55,2021-08-22,Dehradun,16.500000000000004,26.999999999999993,61.0,217.3,5.500000000000001,0
20.8,24.3,18.7,92,7.4,7.4,63,2021-08-22,Pithoragarh,42.1,73.6,176.5,395.1,14.033333333333333,0
26.0,30.0,22.8,85,2.9,2.9,53,2021-08-22,Tehri Garhwal,10.8,24.7,78.5,332.6,3.6,0
22.9,26.7,20.1,84,10.6,10.6,61,2021-08-23,Chamoli,11.600000000000001,29.299999999999997,61.09999999999997,120.3,3.866666666666667,0
20.9,22.7,19.7,94,14.8,14.8,61,2021-08-26,Almora,21.200000000000003,61.1,82.4,262.2,7.066666666666667,0
24.8,26.9,23.5,91,32.9,32.9,63,2021-08-26,Bageshwar,43.199999999999974,75.0,116.60000000000001,350.7,14.399999999999991,0
25.9,28.8,24.0,91,10.5,10.5,61,2021-08-26,Dehradun,47.400000000000006,67.89999999999999,95.9,240.0,15.800000000000002,0
28.3,32.0,25.7,86,6.1,6.1,53,2021-08-26,Haridwar,34.8,59.4,81.6,139.1,11.6,0
18.6,20.7,17.0,96,11.4,11.4,63,2021-08-26,Nainital,23.099999999999998,58.8,108.6,346.1,7.699999999999999,0
20.6,22.5,19.2,94,18.6,18.6,63,2021-08-26,Pithoragarh,32.1,77.80000000000001,138.9,350.8,10.700000000000001,0
26.9,30.3,23.8,85,20.2,20.2,63,2021-08-26,Tehri Garhwal,53.9,67.7,101.5,343.90000000000003,17.966666666666665,0
21.8,24.0,20.7,94,18.4,18.4,63,2021-08-27,Chamoli,66.7,114.5,140.09999999999997,188.79999999999998,22.233333333333334,0
27.3,31.2,24.2,82,1.1,1.1,51,2021-08-29,Haridwar,10.7,48.50000000000001,73.39999999999999,137.10000000000002,3.5666666666666664,0
21.2,26.3,17.5,86,2.3,2.3,51,2021-09-05,Almora,5.3,42.9,110.7,232.0,1.7666666666666666,0
27.8,31.5,23.4,80,0.3,0.3,51,2021-09-05,Haridwar,3.9,15.100000000000003,63.59999999999999,120.2,1.3,0
23.9,28.8,19.8,85,5.3,5.3,61,2021-09-09,Bageshwar,39.49999999999997,49.6,181.4,305.79999999999995,13.166666666666657,0
25.4,29.2,22.7,85,3.5,3.5,61,2021-09-09,Dehradun,21.200000000000006,25.49999999999999,79.99999999999999,182.89999999999998,7.066666666666669,0
20.0,23.6,17.7,95,14.7,14.7,61,2021-09-09,Pithoragarh,35.0,44.099999999999994,136.9,307.5,11.666666666666666,0
25.2,29.2,22.2,84,4.4,4.4,63,2021-09-09,Tehri Garhwal,45.099999999999966,51.8,248.10000000000002,363.3,15.033333333333323,0
22.2,27.0,19.2,84,16.3,16.3,63,2021-09-10,Chamoli,26.5,43.5,89.49999999999997,243.4,8.833333333333334,0
20.2,24.9,17.6,89,12.2,12.2,65,2021-09-12,Almora,22.499999999999996,44.89999999999999,87.79999999999998,211.2,7.499999999999999,0
17.6,20.4,15.0,92,9.7,9.7,63,2021-09-12,Nainital,20.500000000000004,51.599999999999994,131.0,279.9,6.833333333333335,0
27.4,31.3,23.7,78,0.2,0.2,51,2021-09-29,Haridwar,0.40000000000000047,4.400000000000003,16.999999999999986,51.599999999999994,0.1333333333333335,0
19.2,24.2,15.5,79,0.7,0.7,51,2021-10-17,Almora,0.7000000000000017,0.7999999999999999,2.1,53.300000000000004,0.23333333333333392,0
25.7,30.9,23.1,71,1.7,1.7,53,2021-10-17,Haridwar,1.7000000000000004,1.7000000000000035,1.6999999999999857,16.900000000000002,0.5666666666666668,0
16.5,23.9,10.4,75,0.4,0.4,51,2021-10-26,Bageshwar,0.4999999999999716,1.2,218.7,264.8,0.1666666666666572,0
18.3,24.2,13.1,75,0.0,0.0,1,2021-10-26,Dehradun,0.0,0.0,77.3,95.4,0.0,0
12.1,15.3,8.0,74,0.8,0.8,51,2021-10-26,Nainital,1.8000000000000285,4.7,397.2,433.3,0.6000000000000095,0
15.5,19.4,11.9,68,0.2,0.2,51,2021-10-26,Pithoragarh,5.3,12.999999999999998,186.70000000000002,224.20000000000002,1.7666666666666666,0
19.1,24.1,13.4,66,0.1,0.1,51,2021-10-26,Tehri Garhwal,3.8999999999999715,4.199999999999999,106.00000000000001,124.30000000000004,1.2999999999999905,0
13.9,19.2,9.6,61,0.0,0.0,2,2021-10-27,Chamoli,0.8,6.8,174.79999999999995,202.7,0.26666666666666666,0
19.6,26.3,13.2,75,0.0,0.0,0,2021-10-28,Haridwar,0.0,0.20000000000002843,153.79999999999998,155.1,0.0,0
18.7,25.0,13.2,80,0.0,0.0,0,2021-10-31,Haridwar,0.0,0.0,152.1,154.4,0.0,0
10.3,15.1,6.1,74,5.5,5.5,61,2021-11-02,Nainital,6.400000000000029,7.0,11.7,409.20000000000005,2.133333333333343,0
13.0,18.6,9.0,69,0.0,0.0,0,2021-11-03,Almora,0.4,0.4,1.7999999999999998,200.4,0.13333333333333333,0
13.9,23.1,7.1,70,0.0,0.0,0,2021-11-04,Bageshwar,0.1999999999999716,1.4,3.1,221.6,0.0666666666666572,0
17.0,24.1,11.7,65,0.0,0.0,0,2021-11-04,Dehradun,0.0,0.0,0.0,77.7,0.0,0
14.1,18.3,9.7,57,0.0,0.0,0,2021-11-04,Pithoragarh,0.0,2.3,16.6,193.70000000000002,0.0,0
17.8,23.1,12.3,54,0.0,0.0,0,2021-11-04,Tehri Garhwal,0.0,0.1,4.2,106.10000000000004,0.0,0
12.8,19.8,5.9,57,0.0,0.0,0,2021-11-05,Chamoli,0.0,3.7,10.19999999999997,178.50000000000003,0.0,0
14.9,24.1,7.9,75,0.0,0.0,2,2021-11-07,Bageshwar,0.0,1.4,2.4000000000000004,220.7,0.0,2
13.4,21.5,6.0,55,0.0,0.0,1,2021-11-07,Chamoli,0.0,3.7,4.499999999999972,178.50000000000003,0.0,2
16.2,23.0,11.3,79,0.0,0.0,1,2021-11-13,Dehradun,0.0,0.0,0.0,77.3,0.0,0
9.9,15.3,5.8,87,0.0,0.0,3,2021-11-13,Nainital,0.0,0.0,6.4,403.8,0.0,0
13.6,18.8,9.4,75,0.0,0.0,3,2021-11-13,Pithoragarh,0.0,0.0,2.3,191.6,0.0,0
16.1,24.3,10.0,79,0.0,0.0,3,2021-11-13,Tehri Garhwal,0.0,0.0,0.1,105.90000000000003,0.0,0
15.4,23.5,10.7,78,0.0,0.0,3,2021-11-14,Bageshwar,0.0,0.0,1.4,220.7,0.0,0
12.6,19.2,6.5,57,0.0,0.0,1,2021-11-15,Chamoli,0.0,0.0,0.0,178.50000000000003,0.0,0
14.2,21.0,9.2,53,0.0,0.0,0,2021-11-21,Almora,0.0,0.0,0.0,1.7999999999999998,0.0,0
16.3,23.9,10.0,62,0.0,0.0,0,2021-11-21,Dehradun,0.0,0.0,0.0,0.0,0.0,0
12.2,17.3,7.2,53,0.0,0.0,0,2021-11-21,Nainital,0.0,0.0,0.0,9.600000000000001,0.0,0
15.5,20.0,9.3,57,0.0,0.0,0,2021-11-21,Pithoragarh,0.0,0.0,0.0,16.6,0.0,0
18.1,24.9,11.4,60,0.0,0.0,0,2021-11-21,Tehri Garhwal,0.0,0.0,0.0,4.000000000000028,0.0,0
14.1,24.0,6.3,68,0.0,0.0,0,2021-11-22,Bageshwar,0.0,0.0,0.0,2.5,0.0,0
14.7,20.5,10.0,40,0.0,0.0,0,2021-11-23,Chamoli,0.0,0.0,0.0,4.500000000000014,0.0,0
7.7,13.6,3.0,71,0.0,0.0,3,2021-11-28,Nainital,0.0,0.0,0.0,6.4,0.0,0
17.1,23.0,12.8,73,4.2,4.2,61,2021-12-06,Haridwar,4.2,7.200000000000029,7.2,7.2,1.4000000000000001,0
13.4,20.2,7.2,79,0.0,0.0,3,2021-12-11,Haridwar,0.0,4.200000000000029,7.2,7.2,0.0,0
6.6,13.9,0.4,60,0.0,0.0,3,2021-12-17,Almora,0.0,0.0,4.9,5.0,0.0,0
9.3,15.5,4.1,62,0.0,0.0,0,2021-12-17,Dehradun,0.0,0.0,2.7,3.8000000000000003,0.0,0
9.1,13.0,6.7,43,0.0,0.0,3,2021-12-17,Pithoragarh,0.0,0.0,4.0,6.3,0.0,0
9.8,16.2,4.3,61,5.9,5.8,71,2021-12-17,Tehri Garhwal,5.899999999999972,5.9,18.3,31.50000000000003,1.9666666666666572,0
8.5,15.7,2.6,69,0.0,0.0,3,2021-12-18,Bageshwar,0.0,0.0,10.7,11.6,0.0,0
8.9,17.2,2.3,77,0.0,0.0,1,2021-12-18,Haridwar,0.0,0.0,4.2,7.2,0.0,0
5.8,14.2,-0.4,47,0.0,0.0,0,2021-12-19,Chamoli,0.20000000000000712,0.2,20.499999999999975,38.40000000000002,0.06666666666666904,0
7.7,14.8,0.3,67,0.0,0.0,3,2021-12-21,Almora,0.0,0.2,0.2,5.2,0.0,0
11.2,17.9,5.9,76,0.0,0.0,3,2022-01-02,Dehradun,0.0,0.3999999999999858,0.5,3.2,0.0,0
11.8,19.2,6.2,79,0.0,0.0,3,2022-01-02,Haridwar,0.0,0.7000000000000284,1.9,6.1000000000000005,0.0,0
9.3,14.3,3.1,63,0.0,0.0,3,2022-01-02,Pithoragarh,0.0,10.1,15.1,19.2,0.0,0
13.0,19.4,8.6,67,0.0,0.0,3,2022-01-02,Tehri Garhwal,0.0,4.5,6.1,24.400000000000027,0.0,0
9.5,19.1,1.5,68,0.0,0.0,3,2022-01-03,Bageshwar,0.0,2.0,2.6,13.299999999999999,0.0,0
12.1,20.0,6.4,78,0.0,0.0,3,2022-01-03,Haridwar,0.0,0.7000000000000284,1.9,6.1000000000000005,0.0,0
9.0,14.7,4.7,60,3.1,3.1,61,2022-01-04,Chamoli,3.1000000000000076,5.300000000000001,14.299999999999972,34.80000000000002,1.0333333333333359,0
13.9,18.7,9.8,82,12.1,12.1,63,2022-01-10,Haridwar,56.5,70.00000000000003,70.7,71.9,18.833333333333332,0
7.0,10.6,2.8,66,0.0,0.0,3,2022-01-17,Nainital,0.10000000000002843,5.299999999999996,78.4,82.7,0.03333333333334281,0
10.3,16.0,7.0,90,0.0,0.0,3,2022-01-18,Haridwar,0.0,2.0000000000000284,71.4,74.4,0.0,0
8.1,13.7,2.6,75,0.6,0.6,53,2022-01-19,Almora,0.6,0.6,81.69999999999999,96.0,0.19999999999999998,0
12.4,19.6,6.1,79,0.0,0.0,0,2022-02-13,Haridwar,0.0,0.7000000000000284,64.9,109.89999999999999,0.0,0
12.7,19.6,6.7,73,0.0,0.0,1,2022-02-16,Dehradun,0.0,0.0,34.2,65.19999999999999,0.0,0
14.1,21.6,8.4,75,0.0,0.0,0,2022-02-16,Haridwar,0.0,0.0,64.10000000000001,109.89999999999999,0.0,0
9.7,14.3,4.9,62,0.1,0.1,51,2022-02-16,Pithoragarh,2.6,2.6,38.49999999999999,70.0,0.8666666666666667,0
11.4,19.1,3.2,76,0.0,0.0,3,2022-02-16,Tehri Garhwal,0.09999999999997158,0.4,44.7,95.80000000000003,0.03333333333332386,0
10.2,19.4,2.2,72,0.1,0.1,51,2022-02-17,Bageshwar,3.3999999999999715,3.4,23.6,80.3,1.1333333333333238,0
8.7,17.2,0.1,48,0.0,0.0,2,2022-02-18,Chamoli,0.0,1.4000000000000035,4.499999999999972,75.50000000000001,0.0,0
13.5,22.0,6.7,68,0.0,0.0,2,2022-02-18,Haridwar,0.0,0.0,0.7,108.1,0.0,0
9.3,14.4,5.4,53,0.0,0.0,0,2022-02-19,Almora,0.0,0.8000000000000036,6.0,62.2,0.0,0
14.1,22.0,7.7,67,0.0,0.0,0,2022-02-19,Haridwar,0.0,0.0,0.7,105.5,0.0,0
5.4,9.6,1.1,64,5.1,5.0,71,2022-02-20,Nainital,5.100000000000028,7.4999999999999964,15.6,74.5,1.7000000000000093,0
6.6,10.9,1.2,67,0.0,0.0,1,2022-02-21,Nainital,5.100000000000028,7.299999999999996,15.6,67.80000000000001,1.7000000000000093,0
8.5,14.7,0.4,70,0.4,0.4,51,2022-02-27,Almora,7.100000000000004,12.500000000000004,13.3,45.8,2.366666666666668,0
12.9,19.9,7.3,70,0.8,0.8,53,2022-02-27,Dehradun,16.90000000000001,28.39999999999999,28.400000000000002,63.0,5.633333333333336,0
9.3,14.0,3.3,67,0.8,0.8,51,2022-02-27,Pithoragarh,15.299999999999999,25.2,34.99999999999999,71.5,5.1,0
13.4,18.8,6.6,65,4.4,4.4,63,2022-02-27,Tehri Garhwal,21.099999999999973,51.1,51.5,96.20000000000002,7.033333333333324,0
11.6,21.7,2.3,66,0.0,0.0,3,2022-02-28,Bageshwar,8.199999999999973,18.8,22.8,55.6,2.733333333333324,0
10.8,17.9,4.2,54,0.0,0.0,3,2022-03-01,Chamoli,7.1,92.19999999999999,92.49999999999996,129.8,2.3666666666666667,0
17.8,25.9,12.0,63,0.1,0.1,51,2022-03-03,Haridwar,0.1,19.700000000000024,29.999999999999996,94.89999999999999,0.03333333333333333,0
13.7,18.9,8.9,52,0.1,0.1,51,2022-03-09,Nainital,0.10000000000002843,1.0,81.6,104.89999999999999,0.03333333333334281,0
18.7,26.6,11.2,57,0.0,0.0,3,2022-03-10,Dehradun,0.0,0.0,18.0,30.3,0.0,0
13.4,17.0,8.2,51,1.1,1.1,53,2022-03-10,Nainital,1.2000000000000286,1.2000000000000002,75.5,106.0,0.4000000000000095,0
16.1,20.9,11.8,46,0.0,0.0,3,2022-03-10,Pithoragarh,0.0,0.0,17.499999999999993,41.7,0.0,0
19.8,26.0,13.5,51,0.1,0.1,51,2022-03-10,Tehri Garhwal,0.09999999999997158,0.1,22.7,56.60000000000003,0.03333333333332386,0
15.9,26.0,7.0,63,0.0,0.0,3,2022-03-11,Bageshwar,0.0,0.0,12.4,27.1,0.0,0
14.9,24.1,5.9,42,0.0,0.0,0,2022-03-12,Chamoli,0.5,0.5,8.899999999999972,95.70000000000002,0.16666666666666666,0
18.8,25.0,13.4,69,0.0,0.0,2,2022-03-15,Almora,0.0,0.0,1.1,15.200000000000001,0.0,0
15.4,20.4,10.5,74,0.0,0.0,2,2022-03-15,Nainital,0.7000000000000284,1.9000000000000001,3.6,98.60000000000001,0.2333333333333428,0
